PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
"Vetal Nagar, Hadapsar,Pune",,"1 BHK Independent House for sale in Hadapsar, Pune",28.8 L,"Vetal Nagar, Hadapsar,Pune",840,3430,"Check out this 1 BHK Independent House for sale in Hadapsar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Hadapsar is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 28.8 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 840 Square feet built-up area. Educational institutions are closeby with schools such as The Lexicon School, S...",1.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Gurukrupa,,"2 BHK Flat for sale in Chinchwad, Pune",60.0 L,"Rajmata Jijau Colony, Chinchwad,Pune",1000,6000,"Property for sale in Chinchwad, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 60.0 L. Homebuyers will also need to pay Rs 700 towards maintenance. This Apartment is a spacious unit, with carpet area of 830 Square feet and is ideal for families. The built-up area is 1000 Square feet. The property has 2 bedrooms and 1 bathroom. This Apartment is strategically located within close distance of famous healthc...",2.0,Pune,18.6298,73.7997,https://images.pexels.com/photos/209296/pexels-photo-209296.jpeg?auto=compress&cs=tinysrgb&w=1200
Manjri Greens 5,,"3 BHK Flat for sale in Hadapsar, Pune",90.0 L,"Hadapsar, Pune",1500,6000,"3 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 3 BHK property for sale in Hadapsar. The property is on floor 2 and the total number of floors is 9. This 3 BHK Apartment is available at a reasonable price of Rs 90.0 L. It is a very spacious property, spread over 912 Square feet. The built-up area is 1500 Square feet. This property has provision for 3 bathroom. This property is...",3.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
"SKF Colony, Chinchwad,Pune",,"1 BHK Independent House for sale in Chinchwad, Pune",95.0 L,"SKF Colony, Chinchwad,Pune",1350,7040,"Property for sale in Chinchwad, Pune. This 1 BHK Independent House is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 95.0 L. Homebuyers will also need to pay Rs 20 towards maintenance. This Independent House is a spacious unit, with carpet area of 1260 Square feet and is ideal for families. The built-up area is 1350 Square feet. The property has 1 bedroom and 1 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Aditya Birla Memo...",1.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
"Gondhale nagar onkar apartment ,Gadital, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",28.0 L,"Gondhale nagar onkar apartment ,Gadital, Hadapsar,Pune",550,5090,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 0 out of 2 floors. This Apartment is available at a reasonable price of Rs 28.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 550 Square feet. It is spacious for a family and this property has a carpet area of 550 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as The Lexicon School...",1.0,Pune,18.5089,73.924,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
Yash Ravi Park,,"2 BHK Flat for sale in Hadapsar, Pune",45.0 L,"Chintamani Nagar, Hadapsar,Pune",877,5130,"This Flat is a ""Value"" especially for those who have a fancy for a terrace (Balcony), very beautiful and spacious.

And that their coveted terrace must be facing East.

And the area of the terrace should be big;  must not be less than 67 square ft.

And they have special appreciation for a terrace of  semi round cute shape. 

Again, for whom, in their Terrace, the Sun must provide it's early morning pleasant light. Then, as time would advance, the Sun must also provide it's healthy rays in Master Bed Room, Living Room and the Dry Balcony of the Kitchen. In fact,  a house so immaculately matchi...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpOuCLCCohtdU_Nn8UpoqfefC2-t5bY91jcA&s
Shanti Kunj Apartment,,"1 BHK Flat for sale in Hadapsar, Pune",33.0 L,"Hadapsar Gaon, Hadapsar,Pune",699,4720,"Property for sale in Hadapsar, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 33.0 L. Homebuyers will also need to pay Rs 1500 towards maintenance. This Apartment is a spacious unit, with carpet area of 546 Square feet and is ideal for families. The built-up area is 699 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcar...",1.0,Pune,18.5089,73.924,https://media.istockphoto.com/id/1344083240/photo/modern-living-room.webp?a=1&b=1&s=612x612&w=0&k=20&c=2XGnOYBA8sH6kdtVwL-H3K9mXLCorltGSqFKztVGNIk=
"Undri, Pune",,"4 BHK Independent House for sale in Undri, Pune",2.0 Cr,"Undri, Pune",1600,12500,"4 BHK Independent House for sale in Undri, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Undri which is a promising investment destination in Pune. This might be your chance to grab the best 4 BHK property for sale in Undri. This 4 BHK Independent House is available at a reasonable price of Rs 2.0 Cr. It is a very spacious property, spread over 1600 Square feet. The built-up area is 1600 Square feet. This property has provision for 4 bathroom. It enjoys a strategic location with many reputed and multispecia...",4.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
"Indira Apartment ,Sahakar Nagar, Parvati Darshan,Pune",,"3 BHK Flat for sale in Parvati Darshan, Pune",1.4 Cr,"Indira Apartment ,Sahakar Nagar, Parvati Darshan,Pune",1021,13710,"3 BHK Apartment for sale in Bibwewadi, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Bibwewadi which is a promising investment destination in Pune. This might be your chance to grab the best 3 BHK property for sale in Bibwewadi. The property is on floor 3 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 1.4 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1021 Square feet. This property has provision for 3 bathroom. It enjoys a strate...",3.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Hadapsar Gaon, Hadapsar,Pune",,"2 BHK Independent House for sale in Hadapsar, Pune",1.5 Cr,"Hadapsar Gaon, Hadapsar,Pune",3240,4630,"A 2 BHK Independent House for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. There are 2 floors in this property. The price of this Independent House is Rs 1.5 Cr. Each unit has a built-up area of 3240 Square feet. The carpet area is 2700 Square feet. This East-facing property has an excellent view. There are 2 bedrooms. There is provision for 4 bathroom. This residential property is near Sadhana Vidyalay & Junior College, The Le...",2.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Riswadkar Shivai 1,,"3 BHK Flat for sale in Parvati Darshan, Pune",1.5 Cr,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1500,10000,"Check out this 3 BHK Apartment for sale in Parvati Darshan, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Parvati Darshan is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 5. The total number of floors in this project is 6. The property's price is Rs 1.5 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1450 Square feet built-up area. The unit has ...",3.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
Riswadkar Shivai 1,,"3 BHK Flat for sale in Parvati Darshan, Pune",1.5 Cr,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1450,10340,"Looking for a good 3 BHK Apartment in Parvati Darshan, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 5. Total number of floors is 8. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 1.5 Cr. This modern unit has a built-up area of 1450 Square feet. It is very close to some of city's best hospitals, such as, Apollo Spectra Hospitals, Deenanath Mangeshkar Hospital and Research Center, and Jehangir Hospital. Established schools, such as Muktangan English School & Junior College, Jnana Prabod...",3.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMYopneXydH1Tj-HVI4vtdHy-PKAw_HOIggg&s
Surya Kiran Apartment,,"1 RK Flat for sale in Chinchwad, Pune",22.0 L,"Chinchwad, Pune",540,4070,"1 RK Apartment for sale in Pune. This property is in Chinchwad, which is a coveted investment location. This tastefully designed 1 RK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 22.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 540 Square feet. Some of the very well-known and reputed speciality hospit...",,Pune,18.6298,73.7997,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"D Advani,Laxmi Nagar, Parvati Darshan,Pune",,"1 BHK Flat for sale in Parvati Darshan, Pune",32.0 L,"D Advani,Laxmi Nagar, Parvati Darshan,Pune",680,4710,"1 BHK Apartment for sale in Parvati, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Parvati which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Parvati. The property is on floor 3 and the total number of floors is 3. This 1 BHK Apartment is available at a reasonable price of Rs 32.0 L. Residents also need to pay maintenance charges of Rs 200. The built-up area is 680 Square feet. It enjoys a strategic location with many reputed and multispecialit...",1.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Kohinoor Ambrosia,,"2 BHK Flat for sale in Hadapsar, Pune",55.0 L,"Sai Colony, Hadapsar,Pune",1075,5120,"2 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Hadapsar. The property is on floor 8 and the total number of floors is 9. This 2 BHK Apartment is available at a reasonable price of Rs 55.0 L. The built-up area is 1075 Square feet. This property has provision for 2 bathroom. Lift is provided in this property. Other provisions include Garden, Intercom,...",2.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Shiv Nagar, Hadapsar,Pune",,"1 BHK Independent House for sale in Hadapsar, Pune",25.0 L,"Shiv Nagar, Hadapsar,Pune",450,5550,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Pune's top location, Hadapsar. The property price of this unit is Rs 25.0 L. The built-up area is 450 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Delhi Public School, The Lexicon School, and Mother Day Out. Healthcare facility is also close at hand with PBMA's H. V. Desai Eye Hospital, Pearl Health Care Clinic & Research Center, and Sushrusha Ho...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
"d kadam,Parvati Hills, Parvati Darshan,Pune",,"1 BHK Flat for sale in Parvati Darshan, Pune",32.0 L,"d kadam,Parvati Hills, Parvati Darshan,Pune",685,4670,"1 BHK Apartment for sale in Parvati, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Parvati which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Parvati. The property is on floor 3 and the total number of floors is 3. This 1 BHK Apartment is available at a reasonable price of Rs 32.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 650 Square feet. The built-up area is 685 Square feet. This pro...",1.0,Pune,18.4949,73.848,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
Imperia C D And E Building,,"2 BHK Flat for sale in Pisoli, Pune",50.0 L,"Pisoli, Pune",843,5930,"Property for sale in Undri, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 8. The total number of floors in this building is 14. This Apartment's price is Rs 50.0 L. Homebuyers will also need to pay Rs 2750 towards maintenance. This Apartment is a spacious unit, with carpet area of 649 Square feet and is ideal for families. The built-up area is 843 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a East facing property. This Apartment is stra...",2.0,Pune,18.4547,73.9016,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Vetal Nagar, Hadapsar,Pune",,"5 BHK Independent House for sale in Hadapsar, Pune",1.4 Cr,"Vetal Nagar, Hadapsar,Pune",2000,7000,"Property for sale in Hadapsar, Pune. This 5 BHK Independent House is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.4 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 2000 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as NOBLE HOSPITAL HADAPSAR, Smt. Kashibai Navale Medical College and General Hospital, and Nande Hospital. Schools like The Lexicon School, Sadhana Vidyalay & Junior Colleg...",5.0,Pune,18.5089,73.924,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"Shree Shankaranand Society,Walvekar Nagar, Parvati Darshan,Pune",,"2 BHK Flat for sale in Parvati Darshan, Pune",82.0 L,"Shree Shankaranand Society,Walvekar Nagar, Parvati Darshan,Pune",950,8630,"One of the finest property in Parvati is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 80.0 L. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 950 Square feet. The carpet area is 900 Square feet. There are 2 bedrooms and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Muktangan English School & Junior College, Sinhgad Spring Da...",2.0,Pune,18.4949,73.848,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
Binawat Township,,"1 BHK Flat for sale in Hadapsar, Pune",30.0 L,"Sasane Nagar, Hadapsar,Pune",630,4760,"A 1 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 1 BHK unit is on floor 1. There are 3 floors in this property. The price of this Apartment is Rs 30.0 L. Maintenance charges come to Rs 600. Each unit has a built-up area of 630 Square feet. The carpet area is 580 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near The Lexicon School, Maruti Driving School ...",1.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Vardhaman Township,Vetal Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",32.0 L,"Vardhaman Township,Vetal Nagar, Hadapsar,Pune",642,4980,"1 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Hadapsar. The property is on floor 1 and the total number of floors is 5. This 1 BHK Apartment is available at a reasonable price of Rs 32.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 642 Square feet. It enjoys a strategic location with many reputed and multispeciali...",1.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Kale Padal, Hadapsar,Pune",,"2 BHK Villa for sale in Hadapsar, Pune",30.0 L,"Kale Padal, Hadapsar,Pune",635,4720,"A 2 BHK Villa for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. The price of this Villa is Rs 30.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 635 Square feet. This North-facing property has an excellent view. There are 2 bedrooms. There is provision for 3 bathroom. This residential property is near Delhi Public School, The Lexicon School, and Sadhana Vidyalay & Junior College. It is also close to NOBLE...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Selene Park,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",51.0 L,"Selene Park,Vetal Nagar, Hadapsar,Pune",1000,5100,"A 2 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 7 floors in this property. The price of this Apartment is Rs 51.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 1000 Square feet. There are 2 bedrooms. This residential property is near The Lexicon School, Maruti Driving School - Magarpatta City ( The Kothari Wheels ), and The Lexicon School. It is...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
"shri Pruthvi ,Sasane Nagar, Hadapsar,Pune",,"1 BHK Flat for sale in Hadapsar, Pune",25.0 L,"shri Pruthvi ,Sasane Nagar, Hadapsar,Pune",507,4930,"Check out this 1 BHK Apartment for sale in Sasane Nagar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Sasane Nagar is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 3. The property's price is Rs 25.0 L. This property is a modern-day abode, with 507 Square feet built-up area. Educational institutions are closeby with schools such as Sadhana Vidyalay & ...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAhg-W0IxHITmdC2xzhMp6-Ra3Jrcy8ALluQ&s
Goel Ganga Glitz,,"2 BHK Flat for sale in Undri, Pune",63.0 L,"Kad Nagar, Undri,Pune",1215,5180,"Spacious 900 sqft carpet.
Amenity facing.
Call to get the property photos and video. More About This Property 2 BHK Apartment for sale in Undri, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Undri which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Undri. The property is on floor 7 and the total number of floors is 12. This 2 BHK Apartment is available at a reasonable price of Rs 63.0 L. It is a very spacious property, spread over 900 Square fee...",2.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
Goyal Chandrakala Heights,,"2 BHK Flat for sale in Hadapsar, Pune",45.0 L,"Suryalok Nagari, Hadapsar,Pune",745,6040,"Looking for a 2 BHK Apartment for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 6 floors. This Apartment is available at a reasonable price of Rs 45.0 L. Maintenance charges in this property is Rs 1100. The built up area of this property is 745 Square feet. It is spacious for a family and this property has a carpet area of 575 Square feet. This property is East facing. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoro...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Hadapsar, Pune",,"1 BHK Flat for sale in Hadapsar, Pune",16.5 L,"Hadapsar, Pune",475,3470,"Check out this 1 BHK Apartment for sale in Gopalpatti, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Gopalpatti is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 16.5 L. Residents in this property pay Rs 600 towards maintenance. This property is a modern-day abode, with 475 Square feet built-up area. The carpet-area is 400...",1.0,Pune,18.5089,73.924,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
"Swapnpurti apartment prabhakar park,Hadapsar, Pune",,"1 BHK Flat for sale in Hadapsar, Pune",16.75 L,"Swapnpurti apartment prabhakar park,Hadapsar, Pune",475,3530,"Looking for a good 1 BHK Apartment in Gopalpatti, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 600. This Apartment is available for Rs 16.75 L. This modern unit has a built-up area of 475 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Sanjeevani Hospital, Yog Multispeciality Hospital and Research Center, and नवजीवन नर्सिंग होम. Established schools, such as The Lexicon School, Tree Ho...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
"Kumar nivas,Shiv Nagar, Hadapsar,Pune",,"2 BHK Independent House for sale in Hadapsar, Pune",35.0 L,"Kumar nivas,Shiv Nagar, Hadapsar,Pune",500,7000,"Looking for a good 2 BHK Independent House in Hadapsar, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This modern unit has a built-up area of 500 Square feet. The carpet area of this Independent House is 500 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, PBMA's H. V. Desai Eye Hospital, Ashirwad ENT & Maternity hospital, and Sushrusha Hospital. Established schools, such as Delhi Public School, The Lexicon School, and Candid Pre School a...",2.0,Pune,18.5089,73.924,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
Essen Aishwaryam Hamara,,"1 BHK Independent House for sale in Moshi, Pune",23.5 L,"MIDC, Moshi,Pune",441,5330,"Check out this 1 BHK Independent House for sale in Pimpri Chinchwad, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Pimpri Chinchwad is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 23.5 L. Residents in this property pay Rs 1500 towards maintenance. This property is a modern-day abode, with 441 Square feet built-up area. The carpet-area is 300 Square feet. The unit has 1 bedroom a...",1.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Unnatinagar, Hadapsar,Pune",,"6 BHK Villa for sale in Hadapsar, Pune",5.0 Cr,"Unnatinagar, Hadapsar,Pune",2800,17860,"37 acres Gated bungalow society with all facilities like club House , badminton court gym swimming pool  More About This Property Looking for a 6 BHK Villa for sale in Pune? Your search ends here. Buy this 6 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 5.0 Cr. Maintenance charges in this property is Rs 1800. The built up area of this property is 2800 Square feet. It is spacious for a family and this property has a carpet area of 2600 Square feet. This property is West f...",6.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNKpNBASdiLZdhZBo7TnqnUHUXaIm6xFNTkwaZZVGwMXfDdsZbQX9XxgQ&s
Padma Park Apartments,,"2 BHK Flat for sale in Parvati Darshan, Pune",1.6 Cr,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1500,10670,"2 BHK Apartment for sale in Parvati Darshan, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Parvati Darshan which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Parvati Darshan. The property is on floor 1 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 1.6 Cr. Residents also need to pay maintenance charges of Rs 1500. The built-up area is 1500 Square feet. It enjoys a strategic location with many ...",2.0,Pune,18.4949,73.848,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Shakuntla heights,Hadapsar, Pune",,"1 BHK Flat for sale in Hadapsar, Pune",25.5 L,"Shakuntla heights,Hadapsar, Pune",650,3920,"1 BHK Apartment for sale in Pune. This property is in Gopalpatti, which is a coveted investment location. This tastefully designed 1 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 25.5 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 650 Square feet. The carpe...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
