PROP_NAME,PROP_HEADING,AGE,PRICE,CITY,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Dakshinayan,"3 BHK Flat for sale in Bijoygarh, Kolkata",,68.0 L,Kolkata,"Bijoygarh, Kolkata",1028,6610,"A 3 BHK Apartment for sale in Bijoygarh, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Bijoygarh's most desired properties. Contact now for more information. This 3 BHK unit is on floor 2. There are 4 floors in this property. The price of this Apartment is Rs 68.0 L. Each unit has a built-up area of 1028 Square feet. This North-East-facing property has an excellent view. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Future Foundation School, Bijoygarh Young Staff, and...",3.0,22.4872704,88.3685589,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
"Lake Gardens, Kolkata","2 BHK Flat for sale in Lake Gardens, Kolkata",,50.0 L,Kolkata,"Lake Gardens, Kolkata",650,7690,"Looking for a good 2 BHK Apartment in Lake Gardens, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 3. This Apartment is available for Rs 50.0 L. This modern unit has a built-up area of 650 Square feet. The carpet area of this Apartment is 600 Square feet. There are 2 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, AMRI Hospital Dhakuria, AMRI Hospital Dhakuria, and Ramakrishna Mission Seva Pratishthan. Established schools, such as Sri Sri Academy, D...",2.0,22.5080547,88.3533289,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Parnasree, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",,21.0 L,Kolkata,"Parnasree, Behala,Kolkata",600,3500,"2 BHK Apartment for sale in Behala, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Behala which is a promising investment destination in Kolkata. This might be your chance to grab the best 2 BHK property for sale in Behala. The property is on floor 4 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 21.0 L. Residents also need to pay maintenance charges of Rs 500. It is a very spacious property, spread over 600 Square feet. The built-up area is 600 Square feet. Thi...",2.0,22.5093984,88.3065272,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"Baguiati, Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",,32.0 L,Kolkata,"Baguiati, Kolkata",1000,3200,"2 BHK Apartment for sale in Baguiati, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Baguiati which is a promising investment destination in Kolkata. This might be your chance to grab the best 2 BHK property for sale in Baguiati. The property is on floor 3 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 32.0 L. Residents also need to pay maintenance charges of Rs 600. It is a very spacious property, spread over 898 Square feet. The built-up area is 1000 Square fe...",2.0,22.616396,88.4278599,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Siddha Eden Lakeville,"3 BHK Flat for sale in Kankurgachi, Kolkata",,81.0 L,Kolkata,"Kankurgachi, Kolkata",1155,7010,"Check out this 3 BHK Apartment for sale in Kankurgachi, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Kankurgachi is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 17. The total number of floors in this project is 25. The property's price is Rs 81.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1155 Square feet built-up area. Educational i...",3.0,22.5789725,88.3915174,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
"Purba Barisha, Kolkata","6 BHK Independent House for sale in Purba Barisha, Kolkata",,75.0 L,Kolkata,"Purba Barisha, Kolkata",3300,2270,"6 BHK Independent House for sale in Kolkata. This property is in Purba Barisha, which is a coveted investment location. This tastefully designed 6 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 6 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 75.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 3300 Square feet. Some of the very well-known and reputed speciality hospitals like Medical...",6.0,22.4592977,88.3202144,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"Narkeldanga, Kolkata","2 BHK Flat for sale in Narkeldanga, Kolkata",,54.0 L,Kolkata,"Narkeldanga, Kolkata",1005,5370,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Narkeldanga. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 54.0 L. Monthly maintenance costs Rs 200. The carpet area of this unit is 750 Square feet. The built-up area is 1005 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Kendriya Vidyalaya, Adarsha Girls High S...",2.0,22.5763206,88.3802213,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
"Dum Dum Park, Kolkata","4 BHK Villa for sale in Dum Dum Park, Kolkata",,2.0 Cr,Kolkata,"Dum Dum Park, Kolkata",2400,8330,"Looking for a 4 BHK Villa for sale in Kolkata? Your search ends here. Buy this 4 BHK property in Kolkata's finest location, Dum Dum. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 2.0 Cr. Maintenance charges in this property is Rs 5000. The built up area of this property is 2400 Square feet. It is spacious for a family and this property has a carpet area of 2200 Square feet. There are 4 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as Aditya Academy, Gurukul Activity Centre PVT LTD, ...",4.0,22.6210988,88.3978255,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Jodhpur Park, Kolkata","2 BHK Flat for sale in Jodhpur Park, Kolkata",,60.0 L,Kolkata,"Jodhpur Park, Kolkata",885,6780,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Jodhpur Park. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 60.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 885 Square feet. There are a number of reputed schools in the vicinity such as Sahid Smriti Sangha, South Point High School, and MNG Healthcare - Leading Nursing Training Institute in Kolkata. Medical facili...",2.0,22.5056055,88.363674,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
Kalabati Apartments,"2 BHK Flat for sale in Purba Barisha, Kolkata",,27.0 L,Kolkata,"Purba Barisha, Kolkata",695,3880,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Purba Barisha. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 27.0 L. Monthly maintenance costs Rs 400. The carpet area of this unit is 695 Square feet. The built-up area is 695 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to M P Birla Foundation Higher Secondary S...",2.0,22.4592977,88.3202144,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Netaji Nagar, Kolkata","2 BHK Flat for sale in Netaji Nagar, Kolkata",,21.0 L,Kolkata,"Netaji Nagar, Kolkata",650,3230,"One of the finest property in Netaji Nagar is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 3 storeyed building. The price of this Apartment is Rs 22.0 L. This Apartment is spacious with a built-up area of 650 Square feet. There are 2 bedrooms and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Sahid Smriti Sangha, G.D. Birla Centre For Education (Senior Section), and Future Foundation School. It is also close to good and reputed hospitals like IRIS MULTISPECIALITY HO...",2.0,22.4819819,88.3581756,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy4aXNB_08CmR2L_5jbJKvCTRkSAUaNstOuA&s
Deen Mahal Complex,"2 BHK Flat for sale in Kustia, Kolkata",,20.5 L,Kolkata,"Kustia, Kolkata",638,3210,"Property for sale in Kustia, Kolkata. This 2 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 5. This Apartment's price is Rs 20.5 L. Homebuyers will also need to pay Rs 400 towards maintenance. This Apartment is a spacious unit, with carpet area of 532 Square feet and is ideal for families. The built-up area is 638 Square feet. The property has 2 bedrooms and 1 bathroom. This Apartment is strategically located within close distance of famous healt...",2.0,22.5290324,88.3791725,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
Skylark Apartment,"2 BHK Flat for sale in Golf Green, Kolkata",,40.0 L,Kolkata,"Golf Green, Kolkata",745,5370,"Property for sale in Golf Green, Kolkata. This 2 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 40.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 745 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as AMRI Hospital - Dhakuria, Sri Aurobindo Seva Kendra (EEDF), and Fortis Hos...",2.0,22.4913328,88.3618382,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
Argha Apartment,"3 BHK Flat for sale in Jodhpur Park, Kolkata",,95.0 L,Kolkata,"Jodhpur Park, Kolkata",1100,8640,"Looking for a good 3 BHK Apartment in Jodhpur Park, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. Maintenance charges of this property is Rs 1500. This Apartment is available for Rs 95.0 L. This modern unit has a built-up area of 1100 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, AMRI Hospital - Dhakuria, Fortis Hospital and kidney Institute, Rash Behari, Kolkata, and Sri Aurobindo Seva Kendra (EEDF). Established schoo...",3.0,22.5056055,88.363674,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
Fortune Heights,"2 BHK Flat for sale in Barasat, Kolkata",,32.0 L,Kolkata,"Barasat, Kolkata",895,3580,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Barasat. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 12 floors. This Apartment is available at a reasonable price of Rs 32.0 L. Maintenance charges in this property is Rs 2646. The built up area of this property is 800 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Nayan Karan, North Point Senior Secondary School, and SPARK KIDS ABACUS. Medical facility is...",2.0,22.7240295,88.4889199,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Park Circus, Ballygunge,Kolkata","10 BHK Independent House for sale in Ballygunge, Kolkata",,3.5 Cr,Kolkata,"Park Circus, Ballygunge,Kolkata",3400,10290,"One of the finest property in Ballygunge is now available for sale. This is a 10 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 3.5 Cr. This Independent House is spacious with a built-up area of 3400 Square feet. There are 10 bedrooms and 8 bathroom. This property ensures you are a quick distance away from the city's best schools such as St Xavier Collegiate School, Modern High School, and Birla High School Senior Section. It is also close to good and reputed hospitals like SSKM & IPGMER Hospital, SSKM & IPGMER Hospital, and SSKM & ...",10.0,22.5405657,88.3738598,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmVs6XebhjPJFMe4Msluqr4TKh5hVz9J7FeA&s
"Nagerbazar, Kolkata","1 BHK Flat for sale in Nagerbazar, Kolkata",,22.0 L,Kolkata,"Nagerbazar, Kolkata",613,3590,"One of the finest property in Kamardanga is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 22.0 L. Other charges when you move into this property include maintenance, which is Rs 400. This Apartment is spacious with a built-up area of 613 Square feet. The carpet area is 490 Square feet. There are 1 bedroom and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Gurukul Activity Centre PVT LTD, Aditya Academy, and North...",1.0,22.6215504,88.4022842,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ-q8tz9MVUn4YbXb-PK4rdR5mtDaJK_ODRr80Z5mbeHhooIxAIO0oZ2c&s
Bansdroni Apartment,"2 BHK Flat for sale in Bansdroni, Kolkata",,26.75 L,Kolkata,"Bansdroni, Kolkata",700,3820,"2 BHK Apartment for sale in Kolkata. This property is in Bansdroni, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 26.75 L. Monthly maintenance charges come to Rs 100. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 700 Square feet. ...",2.0,22.4735864,88.3606732,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Netaji Nagar, Kolkata","2 BHK Flat for sale in Netaji Nagar, Kolkata",,40.0 L,Kolkata,"Netaji Nagar, Kolkata",1100,3640,"2 BHK Apartment for sale in Netaji Nagar, Kolkata. This 2 BHK unit is available in Netaji Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Netaji Nagar. It is on floor 2. The total number of floors is 3. The price of this Apartment is Rs 40.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 1100 Square feet. This property is at a walking distance from KPC Medical College and Hospital, Sri Aurobindo Sev...",2.0,22.4819819,88.3581756,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
"Alipore, Kolkata","2 BHK Flat for sale in Alipore, Kolkata",,40.0 L,Kolkata,"Alipore, Kolkata",700,5710,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Alipore. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 4 floors. This Apartment is available at a reasonable price of Rs 40.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 700 Square feet. There are a number of reputed schools in the vicinity such as Birla High School Senior Section, Sri Sri Academy, and Dav Public School. Medical facility is also close at hand with names like Wood...",2.0,22.5264928,88.3323692,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Saptaparni,"2 BHK Flat for sale in Ballygunge, Kolkata",,1.15 Cr,Kolkata,"Ballygunge, Kolkata",1159,9920,"One of the finest property in Ballygunge is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 8. It is a 14 storeyed building. The price of this Apartment is Rs 1.15 Cr. Other charges when you move into this property include maintenance, which is Rs 200. This Apartment is spacious with a built-up area of 1159 Square feet. The carpet area is 1050 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as St Xavier Collegiate School, Modern High School, and ...",2.0,22.5280337,88.3659084,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Fortune Township,"1 BHK Flat for sale in Barasat, Kolkata",,17.0 L,Kolkata,"Barasat, Kolkata",700,2430,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Kolkata's top location, Barasat. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 17.0 L. Monthly maintenance costs Rs 0. The built-up area is 700 Square feet. It is an ideal location for young families with kids, as this property is close to Nayan Karan, North Point Senior Secondary School, and SPARK KIDS ABACUS. Healthcare facility is also close at hand with Narayana Mult...",1.0,22.7240295,88.4889199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
PS Elixir,"4 BHK Flat for sale in Beniapukur, Kolkata",,2.3 Cr,Kolkata,"Beniapukur, Kolkata",2400,9580,"One of the finest property in Beniapukur is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 13. It is a 18 storeyed building. The price of this Apartment is Rs 2.3 Cr. This Apartment is spacious with a built-up area of 2400 Square feet. The carpet area is 2000 Square feet. There are 4 bedrooms and 4 bathroom. This property ensures you are a quick distance away from the city's best schools such as St Xavier Collegiate School, Modern High School, and Birla High School Senior Section. It is also close to good and reputed hospitals like...",4.0,22.5490749,88.3683399,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
Maple Apartment,"2 BHK Flat for sale in Gariahat, Kolkata",,78.0 L,Kolkata,"Hindustan Park, Gariahat,Kolkata",1045,7460,"Looking for a good 2 BHK Apartment in Gariahat, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. This Apartment is available for Rs 78.0 L. This modern unit has a built-up area of 1045 Square feet. This property has a good view and is South-West-facing. There are 2 bedrooms and 2 bathroom. Lift is available in this Apartment. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Garden. It is very close to some of city's best hospitals, such as, ...",2.0,22.5253002,88.3654384,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
Ideal Heights,"3 BHK Flat for sale in Raja Bazar, Kolkata",,1.25 Cr,Kolkata,"Raja Bazar, Kolkata",1605,7790,"3 BHK Apartment for sale in Kolkata. This property is in Raja Bazar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 6. The total number of floors in this Apartment is 21. The price of the Apartment is Rs 1.25 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1605 Square feet. It has 2 bathroom and 3 bedrooms. Some of...",3.0,22.5727779,88.3716794,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Sahid Nagar, Prince Anwar Shah Connector,Kolkata","2 BHK Flat for sale in Prince Anwar Shah Connector, Kolkata",,26.0 L,Kolkata,"Sahid Nagar, Prince Anwar Shah Connector,Kolkata",805,3230,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Garfa. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 26.0 L. The built-up area is 805 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Delhi Public School (Junior School), St. Sebastian's School Unit II, and Haltu Arya Vidyalaya. Healthcare facility is also close a...",2.0,22.5035812,88.3761437,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
"Beliaghata, Kolkata","2 BHK Flat for sale in Beliaghata, Kolkata",,60.0 L,Kolkata,"Beliaghata, Kolkata",1050,5710,"2bks available immediately for sell. Open flat with ample light and air. Near to beliaghata post office, police station. Near to east west metro (Phoolbagan). 

The property has a dedicated security guard. There is also a lift which makes living more convenient specially for old age people .Each house has a dedicated water tank. The house has municipal supply. 
 More About This Property 2 BHK Apartment for sale in Beliaghata, Kolkata. This 2 BHK unit is available in Beliaghata and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved....",2.0,22.5506557,88.4039171,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
West WBHB Belaghata,"2 BHK Flat for sale in Beliaghata, Kolkata",,52.46 L,Kolkata,"Beliaghata, Kolkata",807,6500,"2 BHK Apartment for sale in Kolkata. This property is in Beliaghata, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 52.46 L. Monthly maintenance charges come to Rs 300. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 807 Square feet....",2.0,22.5506557,88.4039171,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
"64 Jodhpur Park ,Jodhpur Park, Kolkata","2 BHK Flat for sale in Jodhpur Park, Kolkata",,65.0 L,Kolkata,"64 Jodhpur Park ,Jodhpur Park, Kolkata",1200,5420,"One of the finest property in Jodhpur Park is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 6 storeyed building. The price of this Apartment is Rs 65.0 L. This Apartment is spacious with a built-up area of 1100 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Delhi Public School (Junior School), Kendriya Vidyalaya, and Future Foundation School. It is also close to good and reputed hospitals like AMRI Hospital Dhakuria, AMRI Hospita...",2.0,22.504607,88.3597287,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
"Rajendra Prasad Colony, Tollygunge,Kolkata","8 BHK Independent House for sale in Tollygunge, Kolkata",,2.2 Cr,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",3000,7330,"Looking for a 8 BHK Independent House for sale in Kolkata? Your search ends here. Buy this 8 BHK property in Kolkata's finest location, Tollygunge. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 2.2 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 3000 Square feet. There are a number of reputed schools in the vicinity such as Sri Sri Academy, Dav Public School, and Future Foundation School. Medical facility is also close at hand with names like AMRI Hospital Dhakuria, AM...",8.0,22.4874821,88.3430889,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDraQ5G3s2YOBtmzqzFlkkpdwGrflfHHsf2Q&s
"Kalighat, Kolkata","2.5 BHK Villa for sale in Kalighat, Kolkata",,60.0 L,Kolkata,"Kalighat, Kolkata",755,7950,"2.5 BHK Villa for sale in Kolkata. This property is in Kalighat, which is a coveted investment location. This tastefully designed 2.5 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2.5 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 60.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 755 Square feet. Some of the very well-known and reputed speciality hospitals like SSKM & IPGMER Hospital, Woodlan...",5.0,22.5153313,88.3477052,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
Argha Apartment,"2 BHK Flat for sale in Behala, Kolkata",,35.0 L,Kolkata,"Parnasree, Behala,Kolkata",925,3780,"One of the finest property in Behala is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 35.0 L. Other charges when you move into this property include maintenance, which is Rs 900. This Apartment is spacious with a built-up area of 925 Square feet. The carpet area is 780 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Dav Public School, Garagacha Sishu Bharati High School, and M...",2.0,22.5093984,88.3065272,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Sumi Apartment,"2 BHK Flat for sale in Nagerbazar, Kolkata",,26.0 L,Kolkata,"Nagerbazar, Kolkata",788,3300,"The flat is offered wih furnitures and located in an extremely wellconnected area within South Dumdum Municipality and its furnished on the Gorakshabasi road 15ft wide and well ventilated. Kitchen is well decorated and expensive interiors are made. The construction quality of the flat is excellent.

Banks,Schools,Diamond plaza mall, Belgachia and Dumdum metros are nearby located. ILS Dumdum is in a walking distance. More About This Property Check out this 2 BHK Apartment for sale in Kamardanga, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2...",2.0,22.6215504,88.4022842,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Parnasree, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",,32.0 L,Kolkata,"Parnasree, Behala,Kolkata",825,3880,"Looking for a good 2 BHK Apartment in Behala, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 1000. This Apartment is available for Rs 32.0 L. This modern unit has a built-up area of 825 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Vidyasagar State General Hospital, Lila Medical, and Hope Foundation Hospital. Established schools, such as Dav Public School, Garagacha Sishu Bhara...",2.0,22.5093984,88.3065272,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
