PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATIUTUDE,LONGITUDE,url
Godrej The Trees,"3 BHK Flat for sale in Vikhroli East, Mumbai",,Mumbai,6.0 Cr,"Pirojshanagar, Vikhroli East,Mumbai",1208,49670,"Looking for a 3 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Vikhroli East. This is an owner listed property and there is no brokerage involved. It is on floor 14 out of 17 floors. This Apartment is available at a reasonable price of Rs 6.25 Cr. The built up area of this property is 1150 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Ganesh Nagar Laxmibaug Mun. Prim. School, Laxminagar, Ghatkopar (East), Ganesh Nagar Laxmibaug Muncipal Primary School, Ghatkopar East...",3.0,19.1166953,72.9370737,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
Minal Park Apartments,"1 RK Flat for sale in Dahisar East, Mumbai",,Mumbai,61.5 L,"Anand Nagar, Dahisar East,Mumbai",356,17270,"Looking for a good 1 RK Apartment in Dahisar East, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. Maintenance charges of this property is Rs 1939. This Apartment is available for Rs 61.5 L. This modern unit has a built-up area of 356 Square feet. The carpet area of this Apartment is 297 Square feet. There are 1 bedroom and 2 bathroom. It also has a servant room. It is very close to some of city's best hospitals, such as, Bhaktivedanta Hospital & Research Institute, SevenHills Hospital...",,19.2572425,72.8659898,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
"Kondivita, Andheri East,Mumbai","2 BHK Flat for sale in Andheri East, Mumbai",,Mumbai,2.1 Cr,"Kondivita, Andheri East,Mumbai",1000,21000,"Check out this 2 BHK Apartment for sale in Andheri East, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Andheri East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 10. The total number of floors in this project is 10. The property's price is Rs 2.25 Cr. Residents in this property pay Rs 3500 towards maintenance. This property is a modern-day abode, with 1000 Square feet built-up area. The carpe...",2.0,19.1112515,72.8660859,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh2Id5dHqC2rHXkmtupJTtwF--hHi7k73Epg&s
Builder Pratap Apartment,"1 RK Flat for sale in Borivali East, Mumbai",,Mumbai,75.0 L,"Borivali East, Mumbai",355,21130,"One of the finest property in Borivali East is now available for sale. This is a 1 RK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 4 storeyed building. The price of this Apartment is Rs 75.0 L. Other charges when you move into this property include maintenance, which is Rs 1500. This Apartment is spacious with a built-up area of 355 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Childrens Academy Group Of Schools, Narayana E Techno School, and Children's Academy. It i...",,19.2267228,72.8619328,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4MZkvZ7mqsl1Y3zTX6pP4mOusUGiGyeUQXQ&s
Godrej Central,"3 BHK Flat for sale in Chembur, Mumbai",,Mumbai,2.85 Cr,"Sahakar Nagar, Chembur,Mumbai",1510,18870,"3 BHK Apartment for sale in Chembur, Mumbai. This 3 BHK unit is available in Chembur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Chembur. It is on floor 1. The total number of floors is 10. The price of this Apartment is Rs 2.4 Cr. Residents in this project also pay monthly maintenance charges of Rs 1. It is a good, spacious Apartment unit with carpet area of 1170 Square feet. The built-up area is 1510 Square feet. There are 3 bedrooms and 3 bathroo...",3.0,19.0652812,72.8943521,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4MZkvZ7mqsl1Y3zTX6pP4mOusUGiGyeUQXQ&s
HDIL Galaxy Apartments,"2 BHK Flat for sale in Kurla East, Mumbai",,Mumbai,1.1 Cr,"Nehru Nagar, Kurla East,Mumbai",920,11960,"Property is situation at Center of Mumbai City. Easy access to Eastern & western express highway.10 min BKC, 20 min Vashi. Kurla Railway Station is 5  min. School & Hospital are nearby More About This Property 2 BHK Apartment for sale in Kurla, Mumbai. This 2 BHK unit is available in Kurla and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kurla. It is on floor 3. The total number of floors is 17. The price of this Apartment is Rs 1.1 Cr. Residents in this...",2.0,19.061,72.881,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
The Baya Grove,"1 BHK Flat for sale in Wadala, Mumbai",,Mumbai,1.4 Cr,"Antop Hill, Wadala,Mumbai",748,18720,"Looking for a 1 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Antop Hill. This is an owner listed property and there is no brokerage involved. It is on floor 7 out of 15 floors. This Apartment is available at a reasonable price of Rs 1.4 Cr. Maintenance charges in this property is Rs 3333. The built up area of this property is 748 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Haji Ismail Haji Alna BMC School, Kendriya Vidyalaya Koliwada, and Shree Bhavanji Arjan Khim...",1.0,19.0267547,72.86421,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Riddhi Tower,"3 BHK Flat for sale in Malad East, Mumbai",,Mumbai,2.05 Cr,"Malad East, Mumbai",850,24120,"A 3 BHK Apartment for sale in Malad East, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Malad East's most desired properties. Contact now for more information. This 3 BHK unit is on floor 13. There are 16 floors in this property. The price of this Apartment is Rs 2.05 Cr. Maintenance charges come to Rs 6500. Each unit has a built-up area of 850 Square feet. The carpet area is 750 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Childrens Academy Group Of Scho...",3.0,19.1860219,72.8563181,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Lata Annexe,"1 BHK Flat for sale in Borivali East, Mumbai",,Mumbai,1.15 Cr,"Kulupwadi, Borivali East,Mumbai",603,19070,"Walkable distance from railway station, metro station and S.T. Stand, Nearby hospitals and 2 schools within 2 min. distance. Axis bank and club house in society complex. MUNCIPAL corpn. garden and jogging track out of society gate.24 hours bMC water supply available  More About This Property 1 BHK Apartment for sale in Borivali East, Mumbai. This 1 BHK unit is available in Borivali East and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Borivali East. It i...",1.0,19.230606,72.8633841,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0WQqK3erZrT8CVJGb0GYtcdsFtswqB00eYw&s
Om Sai Aaradhana CHS Ltd,"2 BHK Flat for sale in Dahisar East, Mumbai",,Mumbai,1.48 Cr,"Maruti Nagar, Dahisar East,Mumbai",1000,14800,"One of the finest property in Dahisar East is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 7 storeyed building. The price of this Apartment is Rs 1.48 Cr. Other charges when you move into this property include maintenance, which is Rs 1000. This Apartment is spacious with a built-up area of 1000 Square feet. The carpet area is 699 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Narayana E Techno School, Shree Hanumant Play Group/...",2.0,19.2441,72.8724,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7R0g7vak7sZWKE5sAPTMMaCGPMyr12pD-aw&s
Raj Vaibhav-1,"3 BHK Flat for sale in Kandivali West, Mumbai",,Mumbai,2.9 Cr,"Mohan Nagar, Kandivali West,Mumbai",1200,24170,"3 BHK Apartment for sale in Kandivali West, Mumbai. This 3 BHK unit is available in Kandivali West and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kandivali West. It is on floor 0. The total number of floors is 7. The price of this Apartment is Rs 2.9 Cr. Residents in this project also pay monthly maintenance charges of Rs 4800. It is a good, spacious Apartment unit with carpet area of 856 Square feet. The built-up area is 1200 Square feet. There are 3 ...",3.0,19.2090032,72.835608,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
SA Sneh Kutir,"2 BHK Flat for sale in Andheri East, Mumbai",,Mumbai,1.3 Cr,"Gundavali, Andheri East,Mumbai",658,19760,"Freshly Renovated Spacious 2 BHK Flat having 614 SFT Carpet Area Available for Outright Sale with Immediate Possession at Prime Location in Andheri East. Excellent connectivity and very close to WEH Metro Station, Western Express Highway and close proximity to International and Domestic Airport. Flat is situated in a peaceful lane with good Schools, Hospitals, Hotels, Restaurants, Church, Gurudwara, Hindu and Jain Temples nearby. Open parking available within Society premises. Spacious Bright & Airy Rooms, Very Low Monthly Maintenance Charges and Excellent Vastu Compliant North East facing Fla...",2.0,19.1145088,72.8551766,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
"Gorai 2, Borivali West,Mumbai","6 BHK Independent House for sale in Borivali West, Mumbai",,Mumbai,2.3 Cr,"Gorai 2, Borivali West,Mumbai",1750,13140,"6 BHK Independent House for sale in Borivali West, Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Borivali West which is a promising investment destination in Mumbai. This might be your chance to grab the best 6 BHK property for sale in Borivali West. This 6 BHK Independent House is available at a reasonable price of Rs 2.3 Cr. Residents also need to pay maintenance charges of Rs 2000. It is a very spacious property, spread over 1500 Square feet. The built-up area is 1750 Square feet. This property has pro...",6.0,19.2310749,72.8359788,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
"Eksar, Borivali West,Mumbai","1 BHK Flat for sale in Borivali West, Mumbai",,Mumbai,1.2 Cr,"Eksar, Borivali West,Mumbai",550,21820,"Received redevelopment offer letter from the shivhom developer, Hum developer and Konark group.  Extra area range is between 15% to 22%. 1.5 bhk or 2 BHK with a car parking. 
Cluster Redevelopment and amenities will be allocated to the each flat owner. Finalization of the developer  will be done by end of Dec 22. MOU in JAN 2023 and DA by End of Feb 2023.
We can accept 100% cheque payment. More About This Property Check out this 1 BHK Apartment for sale in Borivali West, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect...",1.0,19.2403773,72.8434456,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Gorai 2, Borivali West,Mumbai","3 BHK Independent House for sale in Borivali West, Mumbai",,Mumbai,1.22 Cr,"Gorai 2, Borivali West,Mumbai",1500,8130,"Looking for a 3 BHK Independent House for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Borivali West. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.25 Cr. Maintenance charges in this property is Rs 400. The built up area of this property is 1500 Square feet. It is spacious for a family and this property has a carpet area of 1200 Square feet. There are 3 bedrooms and 3 bathroom. Regular water supply is available. There are a number of reputed schools in the vic...",3.0,19.2310749,72.8359788,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
Evershine Sapphire,"3 BHK Flat for sale in Powai, Mumbai",,Mumbai,2.55 Cr,"Powai, Mumbai",1655,15410,"Huge size rooms with high ceiling. 3 good size bedrooms and huge bathrooms. One covered parking which can park 2 cars. More About This Property Property for sale in Powai, Mumbai. This 3 BHK Apartment is located in Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 6. This Apartment's price is Rs 2.55 Cr. Homebuyers will also need to pay Rs 5000 towards maintenance. This Apartment is a spacious unit, with carpet area of 1200 Square feet and is ideal for families. The built-up ar...",3.0,19.1187195,72.9073476,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&w=1200
BREDCO Hill View Park,"2 BHK Flat for sale in Kandivali East, Mumbai",,Mumbai,1.8 Cr,"Thakur Village, Kandivali East,Mumbai",1090,16510,"A 2 BHK Apartment for sale in Kandivali East, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Kandivali East's most desired properties. Contact now for more information. This 2 BHK unit is on floor 12. There are 17 floors in this property. The price of this Apartment is Rs 1.8 Cr. Maintenance charges come to Rs 7500. Each unit has a built-up area of 1090 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Childrens Academy Group Of Schools, Children's Academy, and...",2.0,19.2005212,72.8714374,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUMEKlzQimuIoPkRM6xG9YQu812i_zhbrX6Q&s
Hiranandani Gardens Lake Castle,"3 BHK Flat for sale in Powai, Mumbai",,Mumbai,5.75 Cr,"Hiranandani Gardens, Powai,Mumbai",1750,32860,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Mumbai's top location, Powai. It is situated on floor 12. The total number of floors in this Apartment is 21. The property price of this unit is Rs 5.75 Cr. The built-up area is 2000 Square feet. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Happy Minds International, Canvas Plus Art And Craft Activities Classes, and Phonics eStore. Healthcare facility is also close ...",3.0,19.1183882,72.911464,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoJQyruZfVTsuufG6zvBhIhg0odTp83yaduA&s
