PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
"Thirumullaivoyal, Chennai","3 BHK Independent House for sale in Thirumullaivoyal, Chennai",Chennai,,1.6 Cr,"Thirumullaivoyal, Chennai",1300,12310,"3 BHK Independent House for sale in Thirumullaivoyal, Chennai. This 3 BHK unit is available in Thirumullaivoyal and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Thirumullaivoyal. The price of this Independent House is Rs 1.6 Cr. It is a good, spacious Independent House unit with carpet area of 300 Square feet. The built-up area is 1300 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Sir Ivan Stedeford Hospita...",3.0,13.1309288,80.131225,https://images.unsplash.com/photo-1628744448839-a475cc0e90c3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Sevvapet, Chennai","3.5 BHK Independent House for sale in Sevvapet, Chennai",Chennai,,10.0 Cr,"Sevvapet, Chennai",1600,62500,"3.5 BHK Independent House for sale in Kumaran Nagar, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Kumaran Nagar which is a promising investment destination in Chennai. This might be your chance to grab the best 3.5 BHK property for sale in Kumaran Nagar. This 3.5 BHK Independent House is available at a reasonable price of Rs 10.0 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1600 Square feet. The city's best schools like MAT School, Gvt High School, and Govt Primary Sc...",5.0,13.1293064,79.9690542,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdhUHf0ReCSvejBYku3E4epGSgIM63UXVrg&s
"Puzhal, Chennai","4 BHK Independent House for sale in Puzhal, Chennai",Chennai,,90.0 L,"Puzhal, Chennai",2400,3750,"4 BHK Independent House for sale in Chennai. This property is in Puzhal, which is a coveted investment location. This tastefully designed 4 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 90.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2400 Square feet. The carpet area is 1850 Square feet. This is a South facing property. It has 4 b...",4.0,13.1304812,80.2133666,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
"Ponneri, Chennai","3 BHK Villa for sale in Ponneri, Chennai",Chennai,,1.0 Cr,"Ponneri, Chennai",3200,3130,"Looking for a good 3 BHK Villa in Ponneri, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Villa is available for Rs 1.0 Cr. This modern unit has a built-up area of 3200 Square feet. There are 3 bedrooms and 3 bathroom",3.0,13.2488282,80.3272478,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Mambakkam-Chengalpattu , Chennai","1 BHK Independent House for sale in Mambakkam-Chengalpattu , Chennai",Chennai,,37.0 L,"Mambakkam-Chengalpattu , Chennai",800,4630,"A 1 BHK Independent House for sale in Mambakkam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Mambakkam's most desired properties. Contact now for more information. The price of this Independent House is Rs 37.0 L. Each unit has a built-up area of 800 Square feet. There are 1 bedroom. This residential property is near Vellamal Global School, Velammal Vidyashram, and Maharishi Vidya Mandir. It is also close to Kathir Memorial Hospital",1.0,12.8420834,80.1552761,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Sri Ashtalakshmi Nagar,"3 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,27.0 L,"Maraimalai Nagar, Chennai",940,2870,"Looking for a 3 BHK Independent House for sale in Chennai? Your search ends here. Buy this 3 BHK property in Chennai's finest location, Maraimalai Nagar. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 27.0 L. The built up area of this property is 940 Square feet. This property is South facing. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Shri Sankara Vidyalaya, St Josephs Higher Secondary School, and Maraimalai Nagar Government School. Medical facility is ...",3.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Kovur, Chennai","2 BHK Villa for sale in Kovur, Chennai",Chennai,,1.75 Cr,"Kovur, Chennai",3200,5470,"A 2 BHK Villa for sale in Thandalam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Thandalam's most desired properties. Contact now for more information. The price of this Villa is Rs 1.75 Cr. Maintenance charges come to Rs 2500. Each unit has a built-up area of 3200 Square feet. There are 2 bedrooms. There is provision for 3 bathroom. This residential property is near Maharishi Vidya Mandir, Government Primary School, and Panchayat Union Elementary School. It is also close to Madha Medical College and Hospital,...",2.0,13.0011821,80.1262072,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Anna Nagar, Chengalpattu,Chennai","2 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,32.7 L,"Anna Nagar, Chengalpattu,Chennai",600,5450,"Dear Sir, 

 *!!!  GREETINGS FROM VETRI REALS  !!!* 

Project name: M.M.Nagar.
Location: Chengalpattu. 
Total Land extent: 23 Acres.
Total number of plots: 544.

 On  Road Nh 45 site opposite to our New Collectrate office 
Chengalpattu

Salient Features:* 
1. Safe gated community. 
2. Established residential area. 
3. Pollution free environment. 
4. Black top tar roads. 
5. Avenue trees. 
6. 30 ft,23 ft roads.
7. Copious sweet drinking water. 
8. Entrance arch. 
9.  Four parks.
10. On Chennai-Trichy National Highway(NH-45) 
11.Vidya Sagar women's college & schools
12.Sri Andal Azhagar College
...",2.0,12.9804066,80.1435617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Padur, Chennai","5 BHK Villa for sale in Padur, Chennai",Chennai,,1.9 Cr,"Padur, Chennai",3200,5940,"Check out this 5 BHK Villa for sale in Padur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 5 BHK Villa is perfect for a modern-day lifestyle. Padur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Villa for sale now. The property's price is Rs 1.9 Cr. This property is a modern-day abode, with 3200 Square feet built-up area. Educational institutions are closeby with schools such as Kidzee Padur & Kelambakkam, Panchayat Union Middle School, and GATEWAY AMERICAN SCHOOLs nearby. Healthcare centre...",5.0,12.7974332,80.2232222,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
VGN Coasta,"3 BHK Flat for sale in Muttukadu, Chennai",Chennai,,1.27 Cr,"Muttukadu, Chennai",1650,7700,"3 BHK Apartment for sale in Muttukadu, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Muttukadu which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Muttukadu. The property is on floor 2 and the total number of floors is 15. This 3 BHK Apartment is available at a reasonable price of Rs 1.27 Cr. Residents also need to pay maintenance charges of Rs 8000. The built-up area is 1650 Square feet. This property has provision for 3 bathroom. This pr...",3.0,12.8059018,80.2422023,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Maraimalai Nagar, Chennai","2 BHK Villa for sale in Maraimalai Nagar, Chennai",Chennai,,37.0 L,"Maraimalai Nagar, Chennai",800,4630,"Dear Sir/Madam, 

 !!!GREETINGS FROM     VETRI REALS!!! 

Project name: GK AVVENUE  
Location: MARIMALAINAGAR 

 Salient Features: 
1. 5 mins drive from maraimalainagar railway station and bus stand.
2. 10 mins Drive to Mahendraworld city 
3. 20 mins Drive to Tambaram
4. Black top tar roads with gated compound 
5. Avenue trees. 
6.  30 ft,23 ft Tar roads with street light
7. Sweet groud water in 20 feet.
8. 24 hours Transport facility like train ,bus and shareautos .
9. Clear legal set of documents available .
10. Surrounding many Residential House , School, Banks , companies ,super market and...",2.0,13.0177793,80.224953,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Anna Nagar, Chengalpattu,Chennai","1 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,22.0 L,"Anna Nagar, Chengalpattu,Chennai",600,3670,"Dear Sir/Madam,

GREETINGS FROM VETRI REALS !!!

PROJECT NAME :  DOCTORS CITY
  
LOCATION: CHENGALPATTU 
 
PLOT COST 800/- PER SQ FEET*

*Salient Features:* 

 Established Residential Area to construct the building

Just 10 minutes drive to chengalpattu railway staion and bus stand 

Just 10 minutes drive to thirukalikundram 

 Black 30 feet Taar Roads with avenue trees and street light

Copious Sweet Drinking Water in 30 feet from groud level

 Beautiful Entrance Arch with gated community with security

 24×7 Transportation Facility like bus ,share auto train etc,

 Very close to asan dental ...",1.0,12.9804066,80.1435617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
Mahindra Happinest,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,30.0 L,"Avadi, Chennai",690,4350,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Avadi. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 4 floors. This Apartment is available at a reasonable price of Rs 30.0 L. The built up area of this property is 690 Square feet. It is spacious for a family and this property has a carpet area of 453 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Mahalakshmi School, Little Holy Angels Matriculation Higher ...",2.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEvcjWX9CvhOfBspzaLbqRtC1ffyzJPy_vOA&s
"Andal Nagar, Adambakkam,Chennai","6 BHK Independent House for sale in Adambakkam, Chennai",Chennai,,3.39 Cr,"Andal Nagar, Adambakkam,Chennai",3000,11300,"Property for sale in Adambakkam, Chennai. This 6 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 3.39 Cr. Homebuyers will also need to pay Rs 1000 towards maintenance. This Independent House is a spacious unit, with carpet area of 2000 Square feet and is ideal for families. The built-up area is 3000 Square feet. The property has 6 bedrooms and 6 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Vijaya...",6.0,12.9800644,80.212188,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
 Castle,"2 BHK Flat for sale in Korattur, Chennai",Chennai,,40.0 L,"Korattur, Chennai",660,6060,"Property is near school, collage, busstand, railway station More About This Property 2 BHK Apartment for sale in Korattur, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Korattur which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Korattur. The property is on floor 1 and the total number of floors is 99. This 2 BHK Apartment is available at a reasonable price of Rs 40.0 L. Residents also need to pay maintenance charges of Rs 1300. The built...",2.0,13.0999127,80.1812441,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Anna Nagar, Chengalpattu,Chennai","1 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,25.78 L,"Anna Nagar, Chengalpattu,Chennai",400,6450,"Property for sale in Chengalpattu, Chennai. This 1 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 25.78 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 150 Square feet and is ideal for families. The built-up area is 400 Square feet. The property has 1 bedroom and 1 bathroom. It also has a servant room. This unit enjoys a good view and is a North-East facing property. Kids too have access to...",1.0,12.9804066,80.1435617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
"Mogappair, Chennai","2 BHK Independent House for sale in Mogappair, Chennai",Chennai,,1.6 Cr,"Mogappair, Chennai",1150,13910,"Its TNHB corner land with Building. calm residential area More About This Property Looking for a good 2 BHK Independent House in Mogappair, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.6 Cr. This modern unit has a built-up area of 1150 Square feet. This property has a good view and is North-West-facing. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, MMRV HOSPITAL, The Madras Medical Mission Hospital, and Apollo Hospitals. Established schools, ...",2.0,13.0872613,80.1985693,https://plus.unsplash.com/premium_photo-1676968002767-1f6a09891350?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Guduvancheri, Chennai","2 BHK Independent House for sale in Guduvancheri, Chennai",Chennai,,60.0 L,"Guduvancheri, Chennai",1000,6000,"A 2 BHK Independent House for sale in Guduvancherry, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Guduvancherry's most desired properties. Contact now for more information. The price of this Independent House is Rs 60.0 L. Each unit has a built-up area of 1000 Square feet. There are 2 bedrooms. This residential property is near SRM Public School, Unicca Gym & Fitness Studio, and St .Mary's Matriculation School. It is also close to SRM General Hospital, SRM Medical College Hospital And Research Centre, and Sri K...",2.0,12.8439997,80.0603546,https://media.istockphoto.com/id/1213695547/photo/3d-rendering-of-an-elegant-bedroom.webp?a=1&b=1&s=612x612&w=0&k=20&c=jswcSM68zoLPkx-BAfIGp1gedm_Zx4O-DElOKp4LrGo=
"Anna Nagar, Chengalpattu,Chennai","2 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,33.8 L,"Anna Nagar, Chengalpattu,Chennai",800,4220,"Dear Sir, 

 *!!!  GREETINGS FROM VETRI REALS  !!!* 

Project name: M.M.Nagar.
Location: Chengalpattu. 
Total Land extent: 23 Acres.
Total number of plots: 544.

 On  Road Nh 45 site opposite to our New Collectrate office 
Chengalpattu

Salient Features:* 
1. Safe gated community. 
2. Established residential area. 
3. Pollution free environment. 
4. Black top tar roads. 
5. Avenue trees. 
6. 30 ft,23 ft roads.
7. Copious sweet drinking water. 
8. Entrance arch. 
9.  Four parks.
10. On Chennai-Trichy National Highway(NH-45) 
11.Vidya Sagar women's college & schools
12.Sri Andal Azhagar College
...",2.0,12.9804066,80.1435617,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Kamaraj Nagar, Perungudi,Chennai","1 BHK Independent House for sale in Perungudi, Chennai",Chennai,,38.0 L,"Kamaraj Nagar, Perungudi,Chennai",720,5280,"Property for sale in Perungudi, Chennai. This 1 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 38.0 L. The built-up area is 720 Square feet. The property has 1 bedroom and 1 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Promed Hospital, Cloudnine Hospital - Old Mahabalipuram Road, and Heal Your Heart Neelankarai. Schools like Sangford School, D.A.V. Public School, and Nellai Nadar Matriculation H...",1.0,12.9669625,80.1912811,https://images.unsplash.com/photo-1513584684374-8bab748fbf90?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8M3x8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Poonamallee, Chennai","1 BHK Independent House for sale in Poonamallee, Chennai",Chennai,,30.0 L,"Poonamallee, Chennai",896,3350,"1 BHK Independent House for sale in Chennai. This property is in Poonamallee, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 30.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 896 Square feet. Some of the very well-known and reputed speciality hospitals like Be Well Ho...",1.0,13.0455914,80.1137274,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Chepauk, Triplicane,Chennai","3 BHK Independent House for sale in Triplicane, Chennai",Chennai,,1.1 Cr,"Chepauk, Triplicane,Chennai",390,28200,"3 BHK Independent House for sale in Triplicane, Chennai. This 3 BHK unit is available in Triplicane and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Triplicane. The price of this Independent House is Rs 1.1 Cr. It is a good, spacious Independent House unit with carpet area of 376 Square feet. The built-up area is 390 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from Rajiv Gandhi Government General Hospital - To...",3.0,13.0619312,80.280596,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"Chetpet, Chennai","5 BHK Independent House for sale in Chetpet, Chennai",Chennai,,90.0 L,"Chetpet, Chennai",1500,6000,"Property for sale in Chetpet, Chennai. This 5 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. The total number of floors in this building is 2. This Independent House's price is Rs 90.0 L. This Independent House is a spacious unit, with carpet area of 552 Square feet and is ideal for families. The built-up area is 1500 Square feet. The property has 5 bedrooms and 4 bathroom. This unit enjoys a good view and is a West facing property. This Independent House is strategically located within close distance ...",5.0,13.0717448,80.2437973,https://media.istockphoto.com/id/1184204517/photo/modern-scandinavian-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=CZzR0EteHu-3vbyM0QFffaI0i-Db_gSNl1ltQW8kxxo=
"Velachery, Chennai","2 BHK Villa for sale in Velachery, Chennai",Chennai,,45.0 L,"Velachery, Chennai",850,5290,"2 BHK Villa for sale in Chennai. This property is in Velachery, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 45.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 850 Square feet. Some of the very well-known and reputed speciality hospitals like Vijaya Health Centre, Dr.Agarwals Eye Hospital, Velachery, and Prashanth Super...",2.0,12.9801655,80.2228506,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Mantri Synergy,"2 BHK Flat for sale in Padur, Chennai",Chennai,,60.0 L,"Padur, Chennai",1100,5450,"Check out this 2 BHK Apartment for sale in Padur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Padur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 7. The property's price is Rs 60.0 L. This property is a modern-day abode, with 1100 Square feet built-up area. It is a East-facing property. The unit has 2 bedrooms and 2 bathroom. Residents in t...",2.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
VGN Brixton,"2 BHK Flat for sale in Mevalurkuppam, Chennai",Chennai,,26.0 L,"Mevalurkuppam, Chennai",759,3420,"Property for sale in Mevalurkuppam, Chennai. This 2 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 26.0 L. Homebuyers will also need to pay Rs 2500 towards maintenance. This Apartment is a spacious unit, with carpet area of 759 Square feet and is ideal for families. The built-up area is 759 Square feet. The property has 2 bedrooms and 2 bathroom",2.0,13.000131,79.968769,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
Mahindra World City,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,30.0 L,"Maraimalai Nagar, Chennai",900,3330,"Address : Mahindra city, Chennai South, Chennai
Just 4mins to Reach Infosys, Capgemini, Mahindra Reach valley , Renault Nissan, TVs, Force, Wabco, Parker... And inside The Campus have Rental Department , Gym, Swimming pool, Foodball Ground, Basketball, skating ring, Tennis, Multipurpose Hall, Snooker and Vansanthabhavan Veg Hotel... All Ready 490 Families Occupied in Same Campus.... and CBCS School inside the Compus. More About This Property One of the finest property in Maraimalai Nagar is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. O...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUXLoXIi93q3IA43oFGPot4DMUMvj47DzxUZ7TX6yq9WBCvYDZuYr_6lg&s
Mahindra World City,"3 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,40.0 L,"Maraimalai Nagar, Chennai",1500,2670,"A 3 BHK Independent House for sale in Maraimalai Nagar, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Maraimalai Nagar's most desired properties. Contact now for more information. Maintenance charges come to Rs 0. Each unit has a built-up area of 1500 Square feet. The carpet area is 1000 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near St.Joseph’s Matric. Hr. Sec. School, SIVANANDA RAJARAM SENIOR SECONDARY SCHOOL,CBSE, and Maths Tuition Classes - Cuemath. It...",3.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
Gomathi Amman Nagar IX Extn I,"1 BHK Villa for sale in Thiruvallur, Chennai",Chennai,,11.0 L,"Thiruvallur, Chennai",600,1830,"Sq feet rate 1800/-
 amount 1,00,000/-
Kuduvancherry depo in 15 mins
Market , textiles , railway station , all is near 10mins
Patta registration ec free free free
 More About This Property 1 BHK Villa for sale in Chennai. This property is in Thiruvallur, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 11.0 L. It is best suited for all kinds of families. Because this property is spac...",1.0,13.2488282,80.3272478,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
"Besant Nagar, Chennai","4 BHK Flat for sale in Besant Nagar, Chennai",Chennai,,4.96 Cr,"Besant Nagar, Chennai",2482,19990,"4 BHK Apartment for sale in Besant Nagar, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Besant Nagar which is a promising investment destination in Chennai. This might be your chance to grab the best 4 BHK property for sale in Besant Nagar. The property is on floor 4 and the total number of floors is 4. This 4 BHK Apartment is available at a reasonable price of Rs 4.96 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 2482 Square feet. It enjoys a strategic location with many reput...",4.0,12.9996907,80.2682259,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
Indira Orchard Town,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Chennai,,36.0 L,"Maraimalai Nagar, Chennai",725,4960,"Looking for a 2 BHK Independent House for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Maraimalai Nagar. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 36.0 L. The built up area of this property is 725 Square feet. It is spacious for a family and this property has a carpet area of 150 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Cocoonz Pre school and Day care center, ST.ANNE'S MATRICULATION SCH...",2.0,13.0177793,80.224953,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Avadi, Chennai","3 BHK Independent House for sale in Avadi, Chennai",Chennai,,65.0 L,"Avadi, Chennai",1400,4640,"Check out this 3 BHK Independent House for sale in Avadi, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Avadi is a promising location in Chennai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 65.0 L. Residents in this property pay Rs 100 towards maintenance. This property is a modern-day abode, with 1400 Square feet built-up area. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby...",3.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDraQ5G3s2YOBtmzqzFlkkpdwGrflfHHsf2Q&s
"Periyapalayam, Chennai","2 BHK Villa for sale in Periyapalayam, Chennai",Chennai,,35.0 L,"Periyapalayam, Chennai",1050,3330,"One of the finest property in Periyapalayam is now available for sale. This is a 2 BHK Villa posted directly by owner. Make it yours now. The price of this Villa is Rs 35.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Villa is spacious with a built-up area of 1050 Square feet",2.0,13.2602541,80.0271912,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
Landster Water Front,"3 BHK Independent House for sale in Muttukadu, Chennai",Chennai,,91.8 L,"Muttukadu, Chennai",2295,4000,"Property for sale in Muttukadu, Chennai. This 3 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 91.8 L. Homebuyers will also need to pay Rs 100 towards maintenance. This Independent House is a spacious unit, with carpet area of 1419 Square feet and is ideal for families. The built-up area is 2295 Square feet. The property has 3 bedrooms and 4 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as SUPREME S...",3.0,12.8059018,80.2422023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
