PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
"Electronic City Phase II, Bangalore",Bangalore,"4 BHK Independent House for sale in Electronic City Phase II, Bangalore",,12.0 L,"Electronic City Phase II, Bangalore",3300,363000,"A 4 BHK Independent House for sale in Electronic City Phase II, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Electronic City Phase II's most desired properties. Contact now for more information. The price of this Independent House is Rs 12.0 L. Each unit has a built-up area of 3300 Square feet. There are 4 bedrooms. This residential property is near Cuemath centre GPR Royale Layout, MyKids Play school, and I Discover Preschool. It is also close to Springleaf Hospital, Vimalalaya Hospital, and Ramakrishna Smar...",4.0,12.8436744,77.6549438,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdhUHf0ReCSvejBYku3E4epGSgIM63UXVrg&s
"Nelamangala, Bangalore",Bangalore,"3 BHK Independent House for sale in Nelamangala, Bangalore",,90.0 L,"Nelamangala, Bangalore",1850,4860,"Looking for a good 3 BHK Independent House in Nelamangala, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 90.0 L. This modern unit has a built-up area of 1850 Square feet. It is very close to some of city's best hospitals, such as, VP Magnus Hospital, West end speciality pet clinic and boarding farm, and MS Ramaiah Harsha Hospital. Established schools, such as G Lps Thorepalya, Government Upper Primary School, and Government Lower Primary School K...",3.0,13.1054582,77.3804341,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,"3 BHK Independent House for sale in Banashankari 6th Stage 6th Block, Bangalore",,1.45 Cr,"Banashankari 6th Stage 6th Block, Bangalore",2400,6040,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Banashankari 6th Stage. The property price of this unit is Rs 1.45 Cr. Monthly maintenance costs Rs 0. The built-up area is 2400 Square feet. It is an ideal location for young families with kids, as this property is close to Rashtrothana Vidya Kendra, Sarkari kiriya prathamika patashale, and Honappaswamy Pvt Ltd & School. Healthcare facility is also close at hand with MSRIT, Aniga Medical Engineering India...",3.0,12.8793396,77.5034003,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0WQqK3erZrT8CVJGb0GYtcdsFtswqB00eYw&s
"Govindapura, Nagavara,Bangalore",Bangalore,"1 BHK Independent House for sale in Nagavara, Bangalore",,2.8 L,"Govindapura, Nagavara,Bangalore",405,691000,"A 1 BHK Independent House for sale in Nagavara, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Nagavara's most desired properties. Contact now for more information. The price of this Independent House is Rs 2.8 L. Maintenance charges come to Rs 11000. Each unit has a built-up area of 405 Square feet. The carpet area is 380 Square feet. There are 1 bedroom. There is provision for 2 bathroom. This residential property is near Immanuel High School, Qutib Qamabir Urdu School, and M.A.M Primary & High School. It is ...",1.0,13.0341085,77.6198029,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Bommenahalli, Bangalore",Bangalore,"3 BHK Independent House for sale in Bommenahalli, Bangalore",,70.0 L,"Bommenahalli, Bangalore",1900,3680,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Bommenahalli. The property price of this unit is Rs 70.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 1750 Square feet. The built-up area is 1900 Square feet. There are 3 bedrooms and 4 bathroom. It is an ideal location for young families with kids, as this property is close to Governtment Primary School, S V School Of Nursing, and Twinkle Kidz - Play school & Day care. Healthcare fac...",3.0,13.0742536,77.7465943,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDraQ5G3s2YOBtmzqzFlkkpdwGrflfHHsf2Q&s
VBHC Palmhaven II Block C,Bangalore,"2 BHK Flat for sale in Venkatapura, Bangalore",,48.0 L,"Venkatapura, Bangalore",728,6590,"2 BHK Apartment for sale in Venkatapura, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Venkatapura which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Venkatapura. The property is on floor 18 and the total number of floors is 20. This 2 BHK Apartment is available at a reasonable price of Rs 48.0 L. Residents also need to pay maintenance charges of Rs 2200. The built-up area is 728 Square feet. This property has provision for 2 bathroom...",2.0,12.8839153,77.47028,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1aGsF7DBNe9YwgWX48m7HmGLG2aRBxTMf8SD4P6qvyPqG0Z9vXxAaRZk&s
"Rajajinagar, Bangalore",Bangalore,"4 BHK Independent House for sale in Rajajinagar, Bangalore",,3.4 Cr,"Rajajinagar, Bangalore",3350,10150,"Check out this 4 BHK Independent House for sale in Rajajinagar, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Rajajinagar is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 3.4 Cr. This property is a modern-day abode, with 3350 Square feet built-up area. The carpet-area is 3300 Square feet. The unit has 4 bedrooms and 3 bathroom. Educational institutions are closeby with ...",4.0,13.0005232,77.5496166,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
Provident Welworth City by Provident Housing Limited,Bangalore,"3 BHK Flat for sale in Doddaballapura, Bangalore",,42.0 L,"Doddaballapura, Bangalore",1187,3540,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Doddaballapur. It is situated on floor 5. The total number of floors in this Apartment is 10. The property price of this unit is Rs 42.0 L. The built-up area is 1187 Square feet. It is an ideal location for young families with kids, as this property is close to Cambridge English School, GANESHA MOTOR DRIVING TRAINIG SCHOOL, and MB Tutorials. Healthcare facility is also close at hand with Ramesh Hospital, Ashwini H...",3.0,13.2929583,77.5431463,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
Shapoorji Pallonji Parkwest Phase 2,Bangalore,"1 BHK Flat for sale in Jagajeevanram Nagar, Bangalore",,75.0 L,"Ranganatha Colony, Jagajeevanram Nagar,Bangalore",680,11030,"1 BHK Apartment for sale in Jagajeevanram Nagar, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Jagajeevanram Nagar which is a promising investment destination in Bengaluru. This might be your chance to grab the best 1 BHK property for sale in Jagajeevanram Nagar. The property is on floor 7 and the total number of floors is 31. This 1 BHK Apartment is available at a reasonable price of Rs 75.0 L. Residents also need to pay maintenance charges of Rs 5000. It is a very spacious property, spread over 540 Square fe...",1.0,12.9641406,77.5581551,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
"Bommanahalli, Bangalore",Bangalore,"2 BHK Flat for sale in Bommanahalli, Bangalore",,57.0 L,"Bommanahalli, Bangalore",1015,5620,"Check out this 2 BHK Apartment for sale in Bommanahalli, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bommanahalli is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 5. The property's price is Rs 57.0 L. This property is a modern-day abode, with 1015 Square feet built-up area. Educational institutions are closeby with schools such as Royale C...",2.0,12.9089453,77.6239038,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoJQyruZfVTsuufG6zvBhIhg0odTp83yaduA&s
VR Terrace,Bangalore,"2 BHK Flat for sale in Kalena Agrahara, Bangalore",,30.0 L,"Kalena Agrahara, Bangalore",1110,2700,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Kalena Agrahara. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 4 floors. This Apartment is available at a reasonable price of Rs 30.0 L. Maintenance charges in this property is Rs 2000. The built up area of this property is 1110 Square feet. It is spacious for a family and this property has a carpet area of 900 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such...",2.0,12.8658068,77.5911918,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Chikkaballapura, Bangalore",Bangalore,"4 BHK Independent House for sale in Chikkaballapura, Bangalore",,1.05 Cr,"Chikkaballapura, Bangalore",2700,3890,"One of the finest property in Chikkaballapur is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 1.05 Cr. This Independent House is spacious with a built-up area of 2700 Square feet. There are 4 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as GOVT HIGH SCHOOL, Saint Joseph convent, and Volkkaligara Sanga. It is also close to good and reputed hospitals like Chandru Clinic, ASHIRWAD CLINIC, and Ananya Speciality Hospital",4.0,13.6434543,77.5426178,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Sarjapur, Bangalore",Bangalore,"2 BHK Flat for sale in Sarjapur, Bangalore",,74.0 L,"Sarjapur, Bangalore",1225,6040,"Premium 2 & 3 BHK Flats for sale in Sarjapur Road, Opp to Wipro
Price is starting form 74 lakh onwards
Well organized amenities with 24/7 security & comfort life
Easily access to MNC's, International Schools, Shopping malls, Hospitals & well connected to RGA Tech park & Decathlon
BDA & RERA approved project.
 More About This Property A 2 BHK Apartment for sale in Sarjapur, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Sarjapur's most desired properties. Contact now for more information. This 2 BHK unit is on f...",2.0,12.9322819,77.6837245,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
"Yelahanka, Bangalore",Bangalore,"1 BHK Independent House for sale in Yelahanka, Bangalore",,70.0 L,"Yelahanka, Bangalore",600,11670,"Property for sale in Yelahanka, Bengaluru. This 1 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 70.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 600 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as K K Hospital, Navachethana Hospital, and Dr.Agarwals Eye Hospital, Yelahanka. Schools like Government Telugu Higher Primary School, Planet Kids Preschool, and ...",1.0,12.9881567,77.6226,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh2Id5dHqC2rHXkmtupJTtwF--hHi7k73Epg&s
Prestige Lakeside Habitat,Bangalore,"2 BHK Flat for sale in Whitefield, Bangalore",,1.3 Cr,"Dodsworth Layout, Whitefield,Bangalore",1216,10690,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Whitefield. It is situated on floor 19. The total number of floors in this Apartment is 23. The property price of this unit is Rs 1.3 Cr. Monthly maintenance costs Rs 0. The built-up area is 1216 Square feet. It is an ideal location for young families with kids, as this property is close to ArrowHead International Preschool, Podar Jumbo Kids Plus, and Narayana e-techno School. Healthcare facility is also close at ...",2.0,12.9707995,77.7440549,https://media.istockphoto.com/id/1213695547/photo/3d-rendering-of-an-elegant-bedroom.webp?a=1&b=1&s=612x612&w=0&k=20&c=jswcSM68zoLPkx-BAfIGp1gedm_Zx4O-DElOKp4LrGo=
G Corp Residences,Bangalore,"3 BHK Flat for sale in Koramangala, Bangalore",,3.2 Cr,"Cauvery Colony, Koramangala,Bangalore",2277,14050,"Property for sale in Koramangala, Bengaluru. This 3 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 7. The total number of floors in this building is 14. This Apartment's price is Rs 3.2 Cr. Homebuyers will also need to pay Rs 11385 towards maintenance. This Apartment is a spacious unit, with carpet area of 2100 Square feet and is ideal for families. The built-up area is 2277 Square feet. The property has 3 bedrooms and 4 bathroom. This Apartment is strategically located within close distance o...",3.0,12.9319441,77.6339152,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOgUr6lvtRkgLS_xfsf5Mo1l_G0OlI8K6yTg&s
"Rachamanahalli, Bangalore",Bangalore,"1 BHK Flat for sale in Rachamanahalli, Bangalore",,70.0 L,"Rachamanahalli, Bangalore",660,10610,"1 BHK Apartment for sale in Bengaluru. This property is in Rachamanahalli, which is a coveted investment location. This tastefully designed 1 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 11. The total number of floors in this Apartment is 13. The price of the Apartment is Rs 70.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 660 Square feet",1.0,12.7210585,77.7370096,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoJQyruZfVTsuufG6zvBhIhg0odTp83yaduA&s
Janaadhar Shubha,Bangalore,"2 BHK Flat for sale in Anekal, Bangalore",,26.0 L,"Anekal, Bangalore",850,3060,"Looking for a good 2 BHK Apartment in Anekal, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 26.0 L. This modern unit has a built-up area of 850 Square feet. It is very close to some of city's best hospitals, such as, Government Hospital, Acts Health Centre & Hospital, and Anekal Health Care And Hospital.. Established schools, such as sri gurujividyaniketana school, Block Education Office, and Govt ...",2.0,12.9881567,77.6226,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Vibhutipura, Bangalore",Bangalore,"4 BHK Independent House for sale in Vibhutipura, Bangalore",,1.2 Cr,"Vibhutipura, Bangalore",750,16000,"Check out this 4 BHK Independent House for sale in Vibhutipura, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Vibhutipura is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.2 Cr. This property is a modern-day abode, with 750 Square feet built-up area. Educational institutions are closeby with schools such as Government Primary School Mashal, Hello Kids Pre school, and V...",4.0,12.9676625,77.6761038,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
Evershine Greenwood by Evershine Dwellings Pvt Ltd,Bangalore,"2 BHK Flat for sale in Mattanahalli, Bangalore",,40.0 L,"Mattanahalli, Bangalore",1044,3830,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Sarjapur Road. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 40.0 L. The built-up area is 1044 Square feet. It is an ideal location for young families with kids, as this property is close to Pup School Kagganur, Mattanahalli Govt Primary School, and Thindlu Government School - ArtSparks Lab",2.0,12.8718443,77.8298072,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
"5th Phase, JP Nagar,Bangalore",Bangalore,"10 BHK Independent House for sale in JP Nagar, Bangalore",,1.3 Cr,"5th Phase, JP Nagar,Bangalore",2400,5420,"Check out this 10 BHK Independent House for sale in JP Nagar, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 10 BHK Independent House is perfect for a modern-day lifestyle. JP Nagar is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.3 Cr. Residents in this property pay Rs 1000 towards maintenance. This property is a modern-day abode, with 2400 Square feet built-up area. The carpet-area is 2400 Square feet. The unit has 10 bedrooms a...",10.0,12.9010682,77.5859397,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
MBR Steeple by MBR Homes Pvt. Ltd.,Bangalore,"2 BHK Flat for sale in Devarachikkana Halli, Bangalore",,60.0 L,"Devarachikkana Halli, Bangalore",1205,4980,"2 BHK Apartment for sale in Devarachikkana Halli, Bengaluru. This 2 BHK unit is available in Devarachikkana Halli and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Devarachikkana Halli. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 60.0 L. The built-up area is 1205 Square feet. This property is at a walking distance from Fortis Hospital, Apollo Hospitals Bannerghatta, and Jayashree Multi Speciality Hospital. The city...",2.0,12.8887812,77.6158231,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Mantri Splendor by Mantri Developers,Bangalore,"2 BHK Flat for sale in Kothanur, Bangalore",,75.0 L,"Kothanur, Bangalore",1230,6100,"One of the finest property in Hennur Main Road is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 7 storeyed building. The price of this Apartment is Rs 25.0 L. This Apartment is spacious with a built-up area of 1230 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as St. Teresa's Generalate (CSST), Krist Prabha, and NEW NOBLE PUBLIC SCHOOL. It is also close to good and reputed hospitals like Cratis Hospital, Carmel Medical & Dental Car...",2.0,13.0613601,77.6493895,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
"R. T. Nagar, Bangalore",Bangalore,"5 BHK Independent House for sale in R. T. Nagar, Bangalore",,16.5 L,"R. T. Nagar, Bangalore",3000,550000,"Best 5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Bengaluru's top location, RT Nagar. The property price of this unit is Rs 16.5 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 1500 Square feet. The built-up area is 3000 Square feet. There are 5 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Daffodils English School Association, Good Shepherd Pre School, and Foundations Pre-School. Healthcare facility ...",5.0,13.0333563,77.5886028,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Hoskote, Bangalore",Bangalore,"3 BHK Villa for sale in Hoskote, Bangalore",,47.0 L,"Hoskote, Bangalore",1500,3130,"Property for sale in Hoskote, Bengaluru. This 3 BHK Villa is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. The total number of floors in this building is 2. This Villa's price is Rs 47.0 L. The built-up area is 1500 Square feet. The property has 3 bedrooms and 3 bathroom. This unit enjoys a good view and is a North-East facing property. This Villa is strategically located within close distance of famous healthcare centres such as MVJ Medical Hospital and MVJ Nursing Boys Hostel. Schools like Sri Sathyasai Public School, Shr...",3.0,13.0318443,77.7618779,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Herohalli, Sunkadakatte,Bangalore",Bangalore,"2 BHK Independent House for sale in Sunkadakatte, Bangalore",,55.0 L,"Herohalli, Sunkadakatte,Bangalore",1035,5310,"2 BHK Independent House for sale in Sunkadakatte, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Sunkadakatte which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Sunkadakatte. This 2 BHK Independent House is available at a reasonable price of Rs 55.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 950 Square feet. The built-up area is 1030 Square feet. This property has prov...",2.0,12.9876847,77.4932046,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
Prestige Jindal City,Bangalore,"1 BHK Flat for sale in Anchepalya, Bangalore",,45.0 L,"Anchepalya, Bangalore",607,7410,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Bengaluru's top location, Anchepalya. It is situated on floor 0. The total number of floors in this Apartment is 27. The property price of this unit is Rs 45.0 L. The built-up area is 607 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Chikkabidarakallu Government School, Government Higher Primary School, and Government High School. Healthcare facility is a...",1.0,13.060278,77.4747262,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Sector 1, HSR Layout,Bangalore",Bangalore,"1 BHK Independent House for sale in HSR Layout, Bangalore",,1.5 Cr,"Sector 1, HSR Layout,Bangalore",1800,8330,"Looking for a good 1 BHK Independent House in HSR Layout, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.5 Cr. This modern unit has a built-up area of 1800 Square feet. The carpet area of this Independent House is 600 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Columbia Asia Hospital Sarjapur Road, Columbia Asia Hospital, and Motherhood Hospital- Sarjapur Road, Bangalore. Established schools, such as casa 'd' bambini, Gnan Sri...",1.0,12.9157227,77.649014,https://images.pexels.com/photos/1457841/pexels-photo-1457841.jpeg?auto=compress&cs=tinysrgb&w=800
"Nelamangala, Bangalore",Bangalore,"3 BHK Villa for sale in Nelamangala, Bangalore",,1.25 Cr,"Nelamangala, Bangalore",1850,6760,"3 BHK Villa for sale in Nelamangala, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Nelamangala which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Nelamangala. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 150 Square feet. The built-up area is 1850 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals near...",3.0,13.1054582,77.3804341,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMYopneXydH1Tj-HVI4vtdHy-PKAw_HOIggg&s
"Bommasandra Industrial Area, Bommasandra,Bangalore",Bangalore,"3 BHK Independent House for sale in Bommasandra, Bangalore",,1.35 Cr,"Bommasandra Industrial Area, Bommasandra,Bangalore",2690,5020,"Last chance to own villas near IT hubs and close to metro.
Price is starting from 1.14 crore onwards.
High standard amenities with 24/7 security and comfort life.
Few kms from Electronic city IT hub.
BMRDA and RERA approved project.
Few ready to move villas are left, so come and book villa for the best deal.
 More About This Property Property for sale in Electronic City, Bengaluru. This 3 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.35 Cr. Homebuyers will also...",3.0,12.8139889,77.6952319,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
Prestige Jindal City,Bangalore,"1 RK Flat for sale in Anchepalya, Bangalore",,45.0 L,"Anchepalya, Bangalore",607,7410,"1 RK Apartment for sale in Anchepalya, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Anchepalya which is a promising investment destination in Bengaluru. This might be your chance to grab the best 1 RK property for sale in Anchepalya. The property is on floor 17 and the total number of floors is 27. This 1 RK Apartment is available at a reasonable price of Rs 47.0 L. The built-up area is 607 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and multispeci...",,13.060278,77.4747262,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Nirman Nisarga Nandana,Bangalore,"2 BHK Flat for sale in Jigani, Bangalore",,2.0 L,"Jigani, Bangalore",600,333000,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Harapanahalli. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 4 floors. This Apartment is available at a reasonable price of Rs 2.0 L. Maintenance charges in this property is Rs 2000. The built up area of this property is 600 Square feet. It is spacious for a family and this property has a carpet area of 550 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as ...",2.0,12.7811006,77.6344183,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Kadugodi, Bangalore",Bangalore,"1 RK Independent House for sale in Kadugodi, Bangalore",,1.2 Cr,"Kadugodi, Bangalore",4200,2860,"Looking for a good 1 RK Independent House in Kadugodi, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. This modern unit has a built-up area of 4200 Square feet. The carpet area of this Independent House is 1380 Square feet. There are 1 bedroom and 3 bathroom. It is very close to some of city's best hospitals, such as, Sri Sathya Sai Super Speciality Hospital, Narayana Multispeciality Hospital, Whitefield, and Sri Sathya Sai Super Speciality Hospital. Established schools, such as SAN Vidya Niketan School, HMS MADRASSA, and Kadugodi Plan...",,12.9957428,77.7579489,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
"Thomas Town, Cooke Town,Bangalore",Bangalore,"4 BHK Independent House for sale in Cooke Town, Bangalore",,3.85 Cr,"Thomas Town, Cooke Town,Bangalore",2500,15400,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Bengaluru's top location, Cooke Town. The property price of this unit is Rs 3.85 Cr. The built-up area is 2500 Square feet. It is an ideal location for young families with kids, as this property is close to Vidyaniketan Montessori, Learning Ladder Montessori, and EuroKids Preschool. Healthcare facility is also close at hand with Manipal Hospitals, Health and Hijama Clinic, and Specialist Hospital nearby",4.0,13.0065573,77.6224071,https://images.pexels.com/photos/276724/pexels-photo-276724.jpeg?auto=compress&cs=tinysrgb&w=1200
