PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
CGHS Gayatri Apartments,"3 BHK Flat for sale in Sector 9 Rohini, New Delhi",,New Delhi,1.35 Cr,"Sector 9 Rohini, New Delhi",2000,6750,"Fully furnished property with all the amenities in the apartment. Negotiable price. Wanted full white party only.  More About This Property Looking for a good 3 BHK Apartment in Rohini, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 3. Maintenance charges of this property is Rs 2000. This modern unit has a built-up area of 2000 Square feet. The carpet area of this Apartment is 1060 Square feet. This property has a good view and is North-facing. There are 3 bedrooms and 2 bathroom. This is ...",3.0,28.713012,77.1264429,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
Classic Apartment,"3 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.15 Cr,"Sector 12 Dwarka, New Delhi",1850,11620,"3 BHK Apartment for sale in Sector 12, Dwarka, Delhi. This 3 BHK unit is available in Sector 12, Dwarka and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sector 12, Dwarka. It is on floor 2. The total number of floors is 10. The price of this Apartment is Rs 2.15 Cr. The built-up area is 1850 Square feet. There are 3 bedrooms and 3 bathroom. The property is North-East-facing. This building is equipped with lift. This is a gated community. It is a thorough...",3.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZz_6-2IasnsMuCQK8DJpyBXRyt9JlDNid5w&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.5 Cr,"Sector 12 Dwarka, New Delhi",2150,11630,"4 BHK Apartment for sale in Sector 12, Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 12, Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 4 BHK property for sale in Sector 12, Dwarka. The property is on floor 7 and the total number of floors is 10. This 4 BHK Apartment is available at a reasonable price of Rs 2.5 Cr. The built-up area is 2150 Square feet. This property has provision for 4 bathroom. It enjoys a strategic location with many repute...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksc9rYyKuD5_Re-euJwt3FBu27Rd30V8MOw&s
Classic Apartment,"3 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.15 Cr,"Sector 12 Dwarka, New Delhi",1850,11620,"Property for sale in Sector 12, Dwarka, Delhi. This 3 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 10. The built-up area is 1850 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Venkateshwar Hospital, Dr Lal PathLabs – Patient Service Centre, and QI Spine Clinic. Schools like Sri Venkateshwar International School, Bal Bharati Public School–D...",3.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,3.15 Cr,"Sector 12 Dwarka, New Delhi",2100,15000,"A 4 BHK Apartment for sale in Sector 12, Dwarka, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Sector 12, Dwarka's most desired properties. Contact now for more information. This 4 BHK unit is on floor 7. There are 10 floors in this property. Each unit has a built-up area of 2100 Square feet. There are 4 bedrooms. There is provision for 4 bathroom. This residential property is near Sri Venkateshwar International School, Bal Bharati Public School–Dwarka (BBPS–Dwarka), and SAM International School. It is also close ...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNOI6gFWooV1HQBqdG0NMlkWohCWPDtxSyiA&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,3.15 Cr,"Sector 12 Dwarka, New Delhi",2100,15000,"Check out this 4 BHK Apartment for sale in Sector 12, Dwarka, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Apartment is perfect for a modern-day lifestyle. Sector 12, Dwarka is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 7. The total number of floors in this project is 10. The property's price is Rs 3.15 Cr. This property is a modern-day abode, with 2100 Square feet built-up area. The unit has 4 bedrooms and 4 bathroom. Educational institutio...",4.0,28.5974584,77.0423682,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,3.1 Cr,"Sector 12 Dwarka, New Delhi",2650,11700,"Best 4 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Sector 12, Dwarka. It is situated on floor 4. The total number of floors in this Apartment is 11. The property price of this unit is Rs 3.1 Cr. The carpet area of this unit is 1850 Square feet. The built-up area is 2650 Square feet. There are 4 bedrooms and 4 bathroom. This property enjoys a good view and is North-East-facing. It is an ideal location for young families with kids, as this property is close to Sri Venka...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
Classic Apartment,"2 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,1.4 Cr,"Sector 12 Dwarka, New Delhi",1420,9860,"2 BHK Apartment for sale in Sector 12, Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 12, Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Sector 12, Dwarka. The property is on floor 4 and the total number of floors is 10. It is a very spacious property, spread over 1000 Square feet. The built-up area is 1420 Square feet. This property has provision for 2 bathroom. This property is auspiciously built and is North-East-f...",2.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4MZkvZ7mqsl1Y3zTX6pP4mOusUGiGyeUQXQ&s
Mangal Apartment,"2 BHK Flat for sale in Dallupura, New Delhi",,New Delhi,85.0 L,"Dallupura, New Delhi",1000,8500,"2 BHK Apartment for sale in Vasundhara Enclave, Delhi. This 2 BHK unit is available in Vasundhara Enclave and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Vasundhara Enclave. It is on floor 2. The total number of floors is 3. The price of this Apartment is Rs 85.0 L. Residents in this project also pay monthly maintenance charges of Rs 1600. The built-up area is 1000 Square feet. There are 2 bedrooms and 2 bathroom. The property is East-facing. This is a ...",2.0,28.5972103,77.3298821,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
Classic Apartment,"5 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,5.0 Cr,"Sector 12 Dwarka, New Delhi",3500,14290,"Looking for a 5 BHK Apartment for sale in Delhi? Your search ends here. Buy this 5 BHK property in Delhi's finest location, Sector 12, Dwarka. This is an owner listed property and there is no brokerage involved. It is on floor 9 out of 10 floors. This Apartment is available at a reasonable price of Rs 5.0 Cr. The built up area of this property is 3500 Square feet. There are 5 bedrooms and 5 bathroom. There are a number of reputed schools in the vicinity such as Sri Venkateshwar International School, Bal Bharati Public School–Dwarka (BBPS–Dwarka), and SAM International School. Medical facility ...",5.0,28.5974584,77.0423682,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Suvidha Apartment,"3 BHK Flat for sale in Sector 13 Rohini, New Delhi",,New Delhi,2.4 Cr,"Sector 13 Rohini, New Delhi",1350,17780,"3 BHK Apartment for sale in Sector 13 Rohini, Delhi. This 3 BHK unit is available in Sector 13 Rohini and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sector 13 Rohini. It is on floor 5. The total number of floors is 8. The price of this Apartment is Rs 2.4 Cr. The built-up area is 1350 Square feet. This property is at a walking distance from Saroj Medical Institute, Saroj Super Speciality Hospital, and Rajiv Gandhi Cancer Institute & Research Centre. Th...",3.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
CGHS Agroha Kunj Apartments,"2 BHK Flat for sale in Sector 13 Rohini, New Delhi",,New Delhi,1.5 Cr,"Sector 13 Rohini, New Delhi",1300,11540,"One of the finest property in Rohini is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 1.5 Cr. Other charges when you move into this property include maintenance, which is Rs 1200. This Apartment is spacious with a built-up area of 1300 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Remal Public Senior Secondary School, Mount Abu Public School, and Titiksha Public School. It i...",2.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,3.1 Cr,"Sector 12 Dwarka, New Delhi",2750,11270,"A Luxurious Apartment For Sale
Dramatic in Scale and Breathtaking in Design, a Flat which promises you an exclusive living experience. Residence will represent a seamless blend of art and science that inspire a new definition of “Life well Lived”.
Located At CLASSIC APARTMENTS SECTOR-12
LUXURY BEDROOM
A luxurious apartment with 4 bedrooms and 4 bathrooms. L shaped huge drawing & dining area. A beautiful kitchen with modern facilities is connected to the dining area. Fully furnished flat with green lam company provided teak wood.
LUXURY BEDROOM
Location advantages:-
Walking distance away to
Met...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA-Fj_3qPhtmqo4iJHkXkIZ5B2pBcyIYRyAw&s
Shalimar Apartment BW Block,"3 BHK Flat for sale in Shalimar Bagh, New Delhi",,New Delhi,3.2 Cr,"West Shalimar Bagh, Shalimar Bagh,New Delhi",1350,23700,"One of the finest property in Shalimar Bagh is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. The price of this Apartment is Rs 3.2 Cr. This Apartment is spacious with a built-up area of 1350 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Abhinav Public School, Simran study circle, and Kulachi Hansraj Model School [Primary Wing]. It is also close to good and reputed hospitals like Fortis Hospital, Shalimar Bagh, Shanti Kumud Hospital- best hospital in adar...",3.0,28.7256794,77.1438487,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
Metro View Apartment,"2 BHK Flat for sale in Sector 13 Dwarka, New Delhi",,New Delhi,1.3 Cr,"Sector 13 Dwarka, New Delhi",850,15290,"Looking for a good 2 BHK Apartment in Sector 13, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 0. Total number of floors is 4. This modern unit has a built-up area of 850 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Dr Lal PathLabs – Patient Service Centre, Venkateshwar Hospital, and QI Spine Clinic. Established schools, such as Bal Bharati Public School–Dwarka (BBPS–Dwarka), Prudence School, and Sri Venkateshwar International School are also cl...",2.0,28.5592725,77.0666248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbGTZSL1OiofYCjJvDIL40aAzI8iTWv6erpw&s
White House Apartments,"3 BHK Flat for sale in Sector 10 Dwarka, New Delhi",,New Delhi,1.6 Cr,"Sector 10 Dwarka, New Delhi",1300,12310,"3 BHK Apartment for sale in Sector 10, Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 10, Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 3 BHK property for sale in Sector 10, Dwarka. The property is on floor 2 and the total number of floors is 3. This 3 BHK Apartment is available at a reasonable price of Rs 1.6 Cr. Residents also need to pay maintenance charges of Rs 1500. It is a very spacious property, spread over 1300 Square feet. The built-...",3.0,28.5592725,77.0666248,https://images.unsplash.com/photo-1710883727450-d3a0ab1bbbe3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.5 Cr,"Sector 12 Dwarka, New Delhi",2150,11630,"4 BHK Apartment for sale in Sector 12, Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 12, Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 4 BHK property for sale in Sector 12, Dwarka. The property is on floor 7 and the total number of floors is 10. This 4 BHK Apartment is available at a reasonable price of Rs 2.5 Cr. The built-up area is 2150 Square feet. This property has provision for 4 bathroom. This property is auspiciously built and is Nort...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUMEKlzQimuIoPkRM6xG9YQu812i_zhbrX6Q&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,3.15 Cr,"Sector 12 Dwarka, New Delhi",2150,14650,"Check out this 4 BHK Apartment for sale in Sector 12, Dwarka, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Apartment is perfect for a modern-day lifestyle. Sector 12, Dwarka is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 10. The property's price is Rs 3.15 Cr. This property is a modern-day abode, with 2150 Square feet built-up area. The unit has 4 bedrooms and 4 bathroom. Educational institutio...",4.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOgUr6lvtRkgLS_xfsf5Mo1l_G0OlI8K6yTg&s
DLF  Apartment,"3 BHK Flat for sale in Moti Nagar, New Delhi",,New Delhi,3.0 Cr,"Moti Nagar, New Delhi",1622,18500,"Looking for a 3 BHK Apartment for sale in Delhi? Your search ends here. Buy this 3 BHK property in Delhi's finest location, Moti Nagar. This is an owner listed property and there is no brokerage involved. It is on floor 22 out of 26 floors. This Apartment is available at a reasonable price of Rs 3.0 Cr. Maintenance charges in this property is Rs 16500. The built up area of this property is 1622 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as ISKCON Temple Punjabi bagh, TC Global - West Delhi (formerly The Chopras Group), and Hansr...",3.0,28.5799974,77.1786023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
Classic Apartment,"4 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,2.5 Cr,"Sector 12 Dwarka, New Delhi",2100,11900,"Looking for a good 4 BHK Apartment in Sector 12, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 7. Total number of floors is 10. This modern unit has a built-up area of 2100 Square feet. There are 4 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Venkateshwar Hospital, Medeor Hospital, and Aakash Healthcare: Super Speciality Hospital -Dwarka. Established schools, such as SAM International School, Sachdeva Global School, and Sachdeva Public School are also close-by",4.0,28.5974584,77.0423682,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Mehrauli, New Delhi","1 BHK Flat for sale in Mehrauli, New Delhi",,New Delhi,15.0 L,"Mehrauli, New Delhi",495,3030,"Looking for a good 1 BHK Apartment in Mehrauli, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 15.0 L. This modern unit has a built-up area of 495 Square feet. It is very close to some of city's best hospitals, such as, Institute of Liver and Biliary Sciences, Fortis Flt. Lt. Rajan Dhall Hospital, and Vikas Hospital. Established schools, such as Bachpan Play School, Mehrauli, Dr Anjali Nagpal, and Sajjad Cl...",1.0,28.5177553,77.1714281,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
